household_id,country,urban_rural,income_decile,age_head_band,household_size,dwelling_type,dwelling_age_band,building_efficiency_class,heating_fuel,annual_income_eur,annual_energy_spend_eur,is_energy_burdened
4018,ES,urban,8,35-65,1,house,<20yr,D,electric,56829.95,566.92,0
4019,IT,suburban,1,35-65,3,apartment,>50yr,E,gas,9796.53,1974.62,1
4020,PT,rural,5,35-65,1,house,20-50yr,E,oil,19336.73,1101.7,0
4021,IT,urban,7,>65,4,house,>50yr,E,district,28475.43,1065.82,0
4022,IT,rural,10,<35,2,other,>50yr,D,electric,54875.42,491.94,0
4023,IT,rural,3,>65,2,apartment,>50yr,G,wood,14585.19,1869.88,1
4024,LV,suburban,1,<35,3,other,>50yr,E,electric,8807.62,3487.98,1
4025,PT,suburban,8,35-65,2,house,<20yr,F,oil,39883.09,1140.02,0
4026,LV,suburban,9,35-65,2,house,20-50yr,E,gas,51454.79,966.01,0
4027,PT,suburban,6,<35,1,apartment,20-50yr,D,district,33760.97,651.63,0
4028,PT,rural,1,<35,6,house,20-50yr,F,gas,7841.34,3741.76,1
4029,ES,urban,6,<35,2,house,20-50yr,C,gas,24211.27,513.83,0
4030,LV,urban,4,<35,1,house,20-50yr,G,gas,16569.45,1513.93,0
4031,ES,urban,5,35-65,6,other,>50yr,E,electric,20145.82,1577.26,0
4032,ES,rural,1,<35,2,apartment,20-50yr,B,electric,8455.2,799.18,0
4033,ES,urban,4,>65,2,house,20-50yr,D,electric,19250.54,1113.83,0
4034,ES,rural,10,>65,2,apartment,20-50yr,F,gas,71254.67,1092.79,0
4035,IT,suburban,1,35-65,2,apartment,>50yr,B,oil,7192.9,850.76,1
4036,ES,urban,10,<35,7,apartment,<20yr,C,gas,58039.63,695.17,0
4037,IT,rural,6,35-65,1,apartment,>50yr,G,wood,22038.18,794.3,0
4038,PT,suburban,6,>65,4,apartment,20-50yr,D,gas,26565.32,1470.94,0
4039,ES,urban,10,35-65,3,apartment,20-50yr,C,electric,82123.33,579.61,0
4040,PT,urban,3,<35,1,apartment,20-50yr,B,gas,13715.65,616.33,0
4041,ES,urban,10,>65,3,house,>50yr,E,gas,79456.14,991.71,0
4042,PT,urban,3,35-65,1,apartment,>50yr,E,oil,12348.25,1655.61,1
4043,IT,urban,4,35-65,3,apartment,20-50yr,E,district,16332.51,836.48,0
4044,LV,suburban,5,>65,1,apartment,20-50yr,G,electric,19948.0,2389.57,1
4045,ES,urban,7,>65,1,apartment,20-50yr,B,electric,30797.27,396.86,0
4046,IT,urban,4,35-65,2,apartment,20-50yr,C,gas,17100.07,548.55,0
4047,IT,urban,8,35-65,4,other,20-50yr,C,electric,40371.09,725.39,0
4048,IT,urban,1,35-65,1,house,>50yr,D,electric,5297.77,1734.65,1
4049,ES,rural,7,<35,1,apartment,20-50yr,B,wood,25899.39,224.79,0
4050,PT,urban,7,35-65,4,apartment,>50yr,D,electric,39859.79,1034.43,0
4051,LV,urban,6,<35,2,apartment,20-50yr,F,electric,20241.48,1267.57,0
4052,PT,suburban,7,35-65,1,house,20-50yr,C,district,28437.35,549.89,0
4053,ES,rural,8,35-65,2,other,>50yr,G,gas,39464.19,951.7,0
4054,ES,suburban,10,>65,2,apartment,20-50yr,G,oil,54626.05,1024.86,0
4055,PT,rural,3,>65,4,apartment,<20yr,E,electric,12324.36,3197.34,1
4056,PT,rural,5,<35,3,house,20-50yr,G,gas,22449.96,1364.69,0
4057,IT,suburban,6,<35,1,apartment,20-50yr,F,gas,28339.37,671.63,0
4058,LV,rural,4,35-65,3,apartment,>50yr,D,electric,16001.08,1203.35,0
4059,ES,urban,10,35-65,2,house,>50yr,E,gas,58465.86,652.93,0
4060,PT,rural,6,<35,3,house,>50yr,B,wood,28445.6,399.8,0
4061,LV,rural,6,35-65,1,apartment,>50yr,D,gas,29398.55,806.76,0
4062,PT,rural,2,35-65,2,house,20-50yr,F,gas,11627.88,2693.54,1
4063,IT,suburban,5,<35,1,apartment,20-50yr,E,oil,27138.21,679.64,0
4064,ES,suburban,7,35-65,2,apartment,20-50yr,D,gas,30213.72,666.65,0
4065,IT,urban,5,>65,4,house,20-50yr,E,gas,18120.94,1342.32,0
4066,PT,suburban,8,35-65,4,house,20-50yr,G,electric,34839.32,1869.84,0
4067,IT,urban,2,<35,3,house,<20yr,B,electric,13193.24,871.35,0
4068,PT,suburban,2,35-65,3,house,>50yr,D,electric,9620.34,2499.31,1
4069,LV,suburban,4,>65,5,house,20-50yr,C,electric,12502.31,1290.05,1
4070,IT,urban,4,<35,5,house,20-50yr,G,oil,18749.4,1184.84,0
4071,ES,urban,9,35-65,5,house,20-50yr,E,wood,40230.17,670.04,0
4072,ES,urban,9,35-65,4,apartment,<20yr,B,gas,60244.88,493.5,0
4073,ES,suburban,5,35-65,3,house,<20yr,E,wood,21856.42,841.13,0
4074,IT,suburban,6,<35,4,apartment,20-50yr,E,gas,30097.79,733.96,0
4075,IT,suburban,3,>65,2,house,20-50yr,B,electric,13006.91,883.82,0
4076,ES,urban,6,35-65,4,apartment,>50yr,G,gas,27329.39,1195.66,0
4077,ES,rural,8,<35,1,apartment,20-50yr,F,electric,38063.17,749.44,0
4078,ES,suburban,8,<35,2,house,>50yr,A,gas,44275.69,216.09,0
4079,IT,urban,10,35-65,2,house,>50yr,G,gas,56601.51,792.54,0
4080,ES,urban,6,<35,4,apartment,>50yr,C,gas,23111.48,533.9,0
4081,ES,suburban,4,35-65,3,apartment,>50yr,A,gas,20450.23,345.22,0
4082,IT,urban,1,>65,4,house,20-50yr,D,gas,7187.26,3210.27,1
4083,PT,urban,7,<35,2,other,<20yr,B,electric,26538.49,451.65,0
4084,IT,urban,9,>65,2,apartment,<20yr,E,gas,42716.79,931.03,0
4085,ES,urban,6,>65,3,apartment,<20yr,D,electric,23806.45,1039.71,0
4086,LV,urban,10,<35,1,apartment,>50yr,C,gas,55138.12,516.11,0
4087,ES,urban,4,35-65,3,apartment,20-50yr,G,gas,15831.63,1471.08,0
4088,ES,rural,1,>65,4,apartment,<20yr,D,gas,9463.47,2609.81,1
4089,IT,suburban,7,35-65,6,house,<20yr,D,electric,35411.04,1062.5,0
4090,IT,urban,2,35-65,5,apartment,>50yr,C,electric,12459.6,1854.73,1
4091,IT,suburban,1,>65,1,apartment,20-50yr,F,wood,8928.25,2034.15,1
4092,PT,suburban,8,35-65,1,apartment,<20yr,C,gas,27284.32,549.73,0
4093,PT,urban,5,35-65,1,apartment,>50yr,B,electric,21369.56,586.12,0
4094,IT,urban,7,<35,1,apartment,>50yr,G,electric,34119.48,981.9,0
4095,IT,urban,8,35-65,2,apartment,20-50yr,C,wood,44019.06,328.79,0
4096,IT,suburban,4,35-65,4,apartment,20-50yr,G,oil,16972.89,1207.8,0
4097,ES,suburban,7,35-65,1,house,20-50yr,E,gas,36478.53,813.59,0
4098,ES,urban,6,<35,4,apartment,20-50yr,F,district,26179.58,869.33,0
4099,PT,suburban,6,>65,2,house,>50yr,B,gas,16969.68,752.19,0
4100,LV,rural,8,35-65,1,house,>50yr,G,district,35468.2,1059.66,0
4101,IT,urban,4,35-65,3,apartment,20-50yr,C,gas,15427.92,625.94,0
4102,PT,suburban,6,<35,4,apartment,20-50yr,B,electric,22806.76,673.74,0
4103,ES,suburban,6,<35,4,house,>50yr,F,electric,29273.45,1207.02,0
4104,IT,suburban,2,<35,1,apartment,<20yr,C,gas,11501.93,756.63,0
4105,LV,suburban,3,35-65,7,apartment,<20yr,D,oil,12952.59,2778.23,1
4106,IT,suburban,1,<35,3,house,>50yr,E,gas,7227.9,1721.06,1
4107,PT,urban,2,>65,3,house,20-50yr,B,gas,11747.05,1627.31,1
4108,PT,urban,5,35-65,2,other,20-50yr,C,gas,20427.22,752.39,0
4109,LV,rural,10,<35,1,apartment,20-50yr,D,district,61057.83,517.98,0
4110,ES,urban,10,>65,4,apartment,20-50yr,D,district,48588.38,704.92,0
4111,IT,rural,8,35-65,2,apartment,20-50yr,E,electric,34002.47,659.42,0
4112,PT,urban,6,35-65,3,apartment,>50yr,F,electric,21135.24,1422.73,0
4113,PT,suburban,3,<35,2,apartment,<20yr,D,gas,12884.58,1434.53,1
4114,ES,suburban,4,35-65,2,apartment,<20yr,D,electric,24260.93,896.93,0
4115,PT,urban,8,35-65,1,apartment,20-50yr,C,district,32234.94,463.57,0
4116,IT,rural,10,>65,3,apartment,<20yr,D,wood,51229.62,641.21,0
4117,ES,urban,10,35-65,4,apartment,20-50yr,B,oil,48604.8,394.19,0
4118,LV,suburban,4,>65,5,apartment,>50yr,E,gas,17025.51,2356.98,1
4119,IT,suburban,5,35-65,5,house,>50yr,C,wood,20773.22,539.88,0
4120,ES,rural,6,35-65,3,apartment,20-50yr,F,district,30012.77,1177.21,0
4121,LV,suburban,1,35-65,4,house,20-50yr,A,district,7527.69,1126.06,1
4122,PT,rural,2,35-65,4,apartment,>50yr,B,electric,11190.06,1761.86,1
4123,LV,rural,1,35-65,3,apartment,>50yr,C,gas,6039.54,2036.61,1
4124,ES,urban,8,35-65,3,other,>50yr,D,district,31620.44,520.11,0
4125,LV,rural,3,<35,4,other,20-50yr,E,electric,16476.19,2214.75,1
4126,IT,rural,8,35-65,4,apartment,<20yr,E,gas,31662.95,963.11,0
4127,ES,urban,4,35-65,2,apartment,<20yr,G,gas,19635.56,1115.79,0
4128,ES,suburban,8,35-65,5,house,20-50yr,D,electric,31333.05,1063.58,0
4129,PT,urban,2,<35,2,apartment,<20yr,B,wood,10718.33,711.19,0
4130,LV,suburban,4,<35,2,apartment,>50yr,G,district,22633.58,1411.95,0
4131,PT,urban,3,<35,5,apartment,<20yr,F,district,15655.41,2307.17,1
4132,ES,suburban,5,<35,1,apartment,20-50yr,B,electric,15669.22,358.63,0
4133,ES,urban,6,<35,2,house,>50yr,B,district,40531.54,312.92,0
4134,ES,suburban,2,<35,2,house,>50yr,D,gas,9413.11,1142.75,1
4135,ES,urban,7,35-65,3,apartment,20-50yr,D,gas,39691.6,897.08,0
4136,IT,suburban,10,35-65,1,apartment,20-50yr,E,gas,51439.08,581.67,0
4137,ES,suburban,1,>65,1,apartment,>50yr,C,wood,6653.35,1038.35,1
4138,LV,suburban,1,>65,2,house,>50yr,G,district,7476.56,3836.25,1
4139,PT,urban,10,<35,2,house,20-50yr,E,wood,49865.81,594.05,0
4140,PT,urban,7,35-65,5,apartment,20-50yr,F,district,27631.95,1406.75,0
4141,ES,urban,10,35-65,1,house,20-50yr,B,electric,55495.11,267.38,0
4142,ES,rural,8,35-65,4,apartment,>50yr,E,wood,38676.23,944.63,0
4143,IT,urban,8,35-65,2,house,<20yr,G,gas,44548.6,716.31,0
4144,ES,suburban,2,35-65,4,apartment,20-50yr,A,wood,11359.52,553.88,0
4145,ES,urban,6,35-65,2,apartment,>50yr,E,wood,25292.29,675.73,0
4146,IT,suburban,4,35-65,4,apartment,>50yr,C,electric,15702.35,742.97,0
4147,IT,urban,9,35-65,2,house,<20yr,D,gas,41229.72,604.05,0
4148,PT,suburban,1,35-65,1,apartment,>50yr,F,gas,7417.36,2841.58,1
4149,ES,urban,1,>65,4,apartment,20-50yr,E,wood,6510.79,2554.74,1
4150,ES,urban,6,>65,5,house,20-50yr,F,electric,36653.57,1790.3,0
4151,IT,urban,10,35-65,2,house,20-50yr,C,electric,57036.58,480.69,0
4152,ES,urban,10,35-65,1,apartment,20-50yr,F,district,57144.72,599.31,0
4153,ES,suburban,6,>65,3,apartment,>50yr,E,gas,30009.92,1006.68,0
4154,ES,rural,5,35-65,1,house,<20yr,B,gas,14257.6,435.69,0
4155,ES,suburban,3,<35,1,apartment,>50yr,G,wood,19587.01,1438.92,0
4156,IT,rural,10,35-65,3,apartment,20-50yr,B,gas,48351.56,348.04,0
4157,LV,suburban,2,35-65,1,apartment,>50yr,A,electric,9634.92,833.04,0
4158,IT,urban,2,<35,3,apartment,>50yr,F,oil,10139.76,1758.73,1
4159,ES,urban,6,35-65,1,house,>50yr,A,electric,28977.6,240.86,0
4160,IT,urban,4,35-65,1,house,>50yr,B,gas,24139.62,373.57,0
4161,ES,urban,5,<35,1,apartment,20-50yr,A,gas,26855.06,242.72,0
4162,IT,rural,10,>65,2,other,20-50yr,G,wood,51164.42,849.72,0
4163,LV,suburban,3,<35,4,house,20-50yr,A,electric,10690.09,963.43,0
4164,ES,suburban,9,35-65,1,house,20-50yr,D,wood,40408.78,448.74,0
4165,ES,suburban,3,35-65,1,apartment,20-50yr,C,electric,12719.38,938.29,0
4166,IT,urban,4,<35,3,apartment,20-50yr,D,gas,13673.72,747.44,0
4167,IT,suburban,1,35-65,1,house,<20yr,C,gas,8730.91,1134.92,1
4168,ES,urban,7,35-65,6,house,>50yr,G,electric,30019.9,1431.57,0
4169,ES,urban,9,35-65,4,apartment,<20yr,F,oil,46352.9,1057.28,0
4170,ES,urban,9,35-65,5,apartment,20-50yr,G,electric,47988.08,1446.39,0
4171,LV,urban,2,>65,3,apartment,20-50yr,F,electric,12189.85,6053.9,1
4172,PT,suburban,8,>65,2,apartment,20-50yr,D,wood,35653.97,748.19,0
4173,LV,urban,2,<35,1,apartment,>50yr,C,gas,14067.8,1372.04,0
4174,IT,urban,7,35-65,1,apartment,20-50yr,E,wood,27874.08,498.52,0
4175,PT,rural,8,35-65,3,apartment,>50yr,D,electric,32711.95,884.75,0
4176,ES,rural,2,>65,2,house,20-50yr,E,oil,10624.16,2670.64,1
4177,ES,suburban,2,>65,2,house,<20yr,A,gas,11924.49,603.86,0
4178,LV,suburban,1,35-65,3,apartment,>50yr,F,gas,8862.09,3784.26,1
4179,PT,suburban,8,>65,4,apartment,<20yr,C,oil,34208.56,1090.51,0
4180,LV,urban,7,35-65,1,apartment,>50yr,D,gas,28596.31,718.36,0
4181,PT,urban,2,35-65,4,apartment,>50yr,G,wood,13377.96,2785.69,1
4182,IT,urban,6,35-65,4,house,20-50yr,C,oil,20547.25,677.01,0
4183,PT,urban,8,35-65,6,apartment,>50yr,B,oil,54357.33,575.86,0
4184,ES,rural,3,35-65,1,house,20-50yr,C,gas,13382.64,917.86,0
4185,LV,suburban,7,35-65,5,apartment,20-50yr,D,district,29094.0,1045.4,0
4186,PT,rural,3,35-65,1,other,20-50yr,E,district,14798.48,1731.34,1
4187,IT,suburban,3,>65,3,house,20-50yr,G,gas,15162.97,2995.09,1
4188,IT,suburban,4,35-65,4,house,>50yr,G,electric,15862.6,1516.16,0
4189,IT,suburban,4,35-65,2,other,20-50yr,F,district,18411.17,699.15,0
4190,ES,suburban,5,35-65,1,apartment,>50yr,F,gas,18255.62,971.62,0
4191,IT,suburban,3,<35,3,apartment,20-50yr,C,gas,12797.2,990.2,0
4192,PT,urban,4,35-65,5,apartment,20-50yr,G,district,13756.12,1994.92,1
4193,ES,suburban,7,35-65,2,house,20-50yr,E,electric,30640.09,911.26,0
4194,PT,urban,4,<35,5,house,>50yr,C,district,17043.26,826.08,0
4195,IT,suburban,7,>65,1,apartment,>50yr,G,gas,22178.81,1079.79,0
4196,ES,urban,2,35-65,4,house,>50yr,E,electric,9931.86,2216.06,1
4197,IT,suburban,2,<35,1,apartment,<20yr,C,electric,10952.67,937.26,0
4198,LV,urban,9,<35,2,apartment,20-50yr,F,electric,48915.75,1062.41,0
4199,IT,urban,5,35-65,4,house,20-50yr,C,district,17326.58,661.12,0
4200,IT,suburban,7,>65,1,apartment,>50yr,C,oil,28675.71,486.44,0
4201,IT,urban,8,35-65,1,apartment,<20yr,C,district,30523.38,361.83,0
4202,PT,rural,2,<35,5,house,<20yr,E,gas,12264.02,2561.89,1
4203,IT,urban,10,<35,1,apartment,>50yr,C,district,49753.98,260.17,0
4204,ES,urban,5,35-65,4,apartment,20-50yr,A,oil,22699.5,298.62,0
4205,PT,urban,9,35-65,3,apartment,20-50yr,D,gas,40749.65,873.08,0
4206,PT,rural,5,35-65,1,apartment,>50yr,C,electric,16263.75,640.54,0
4207,IT,suburban,5,35-65,1,house,20-50yr,E,gas,20780.78,760.51,0
4208,IT,urban,7,35-65,3,house,20-50yr,D,gas,25116.72,733.72,0
4209,ES,urban,2,35-65,1,apartment,>50yr,B,district,13011.13,817.32,0
4210,IT,suburban,7,35-65,1,house,>50yr,C,district,39406.43,504.57,0
4211,PT,rural,10,<35,2,house,<20yr,C,gas,60520.89,533.25,0
4212,ES,urban,7,35-65,1,house,>50yr,D,gas,27251.41,547.25,0
4213,ES,urban,1,35-65,1,house,20-50yr,F,gas,8026.78,2065.73,1
4214,IT,urban,7,35-65,2,apartment,>50yr,C,wood,31334.34,412.87,0
4215,ES,urban,1,<35,2,house,20-50yr,C,electric,9413.4,1271.19,1
4216,IT,suburban,2,<35,1,apartment,20-50yr,A,electric,10693.58,472.31,0
4217,PT,rural,3,35-65,1,apartment,>50yr,E,electric,14883.93,2087.7,1
4218,IT,rural,4,35-65,2,apartment,<20yr,D,district,13603.49,671.24,0
4219,LV,suburban,1,35-65,2,apartment,>50yr,E,gas,8295.45,3194.47,1
4220,PT,urban,1,35-65,1,apartment,>50yr,E,gas,7031.41,2056.97,1
4221,IT,rural,8,<35,5,house,>50yr,A,electric,36231.99,308.12,0
4222,IT,urban,5,35-65,3,apartment,<20yr,D,district,17971.73,591.43,0
4223,IT,urban,2,35-65,1,apartment,20-50yr,G,oil,11700.3,2112.74,1
4224,IT,suburban,5,<35,3,other,<20yr,C,wood,23109.07,414.74,0
4225,IT,urban,7,>65,3,apartment,20-50yr,E,wood,28969.62,726.32,0
4226,LV,rural,8,35-65,7,apartment,20-50yr,E,gas,31614.49,1602.62,0
4227,ES,rural,3,>65,5,house,20-50yr,C,oil,15258.6,1650.27,1
4228,IT,suburban,2,<35,4,other,20-50yr,F,wood,13894.39,1436.72,1
4229,ES,suburban,10,>65,5,house,>50yr,A,gas,73374.61,331.85,0
4230,IT,urban,7,>65,1,apartment,20-50yr,C,oil,31835.45,507.49,0
4231,LV,urban,10,<35,3,apartment,20-50yr,E,gas,57343.87,951.43,0
4232,IT,suburban,4,35-65,1,house,>50yr,G,wood,14366.77,684.35,0
4233,PT,suburban,2,35-65,1,house,20-50yr,A,gas,13396.28,693.65,0
4234,PT,rural,4,35-65,3,apartment,>50yr,E,gas,12351.48,1274.85,1
4235,IT,urban,4,35-65,2,house,>50yr,A,oil,20925.02,311.14,0
4236,IT,urban,8,>65,5,house,>50yr,E,electric,36144.1,1347.62,0
4237,ES,urban,8,35-65,1,apartment,20-50yr,D,gas,24996.27,632.52,0
4238,LV,suburban,1,>65,3,apartment,>50yr,D,gas,8414.31,3512.75,1
4239,ES,suburban,6,>65,3,apartment,>50yr,G,wood,24420.11,1100.53,0
4240,PT,rural,4,>65,1,other,<20yr,E,district,16360.85,1228.49,0
4241,PT,urban,7,35-65,1,apartment,20-50yr,C,oil,28809.85,591.57,0
4242,PT,suburban,4,35-65,4,house,>50yr,G,gas,17450.25,1788.45,1
4243,ES,urban,6,>65,5,apartment,<20yr,C,oil,24917.87,837.87,0
4244,ES,urban,8,35-65,1,house,20-50yr,E,electric,28851.72,572.46,0
4245,PT,urban,3,<35,3,apartment,20-50yr,E,electric,14872.18,2103.23,1
4246,IT,suburban,2,35-65,2,other,<20yr,F,gas,10391.11,1926.47,1
4247,LV,suburban,8,<35,1,apartment,20-50yr,D,gas,45674.92,628.81,0
4248,IT,urban,10,>65,4,house,>50yr,E,gas,62573.55,851.93,0
4249,IT,suburban,5,35-65,2,house,<20yr,E,electric,24298.38,875.85,0
4250,PT,rural,10,35-65,2,apartment,<20yr,D,gas,72716.94,715.65,0
4251,IT,urban,2,<35,4,other,>50yr,G,electric,12283.98,2595.79,1
4252,IT,urban,9,35-65,2,apartment,>50yr,C,electric,42066.77,468.37,0
4253,IT,suburban,10,35-65,3,house,20-50yr,C,electric,37470.56,444.26,0
4254,ES,suburban,3,35-65,5,apartment,20-50yr,E,electric,14515.14,2106.91,1
4255,PT,rural,2,35-65,5,house,<20yr,C,electric,14260.73,2005.24,1
4256,IT,urban,7,35-65,3,other,>50yr,F,gas,34308.49,948.3,0
4257,IT,suburban,9,35-65,5,house,20-50yr,D,gas,39847.92,779.88,0
4258,ES,rural,1,35-65,2,apartment,>50yr,D,electric,8072.16,1773.57,1
4259,LV,urban,7,35-65,2,apartment,>50yr,E,electric,27600.17,1457.49,0
4260,IT,urban,9,>65,2,house,<20yr,G,electric,45017.9,1141.63,0
4261,LV,rural,1,>65,5,apartment,20-50yr,E,electric,7410.38,4479.39,1
4262,LV,urban,6,35-65,1,other,>50yr,B,gas,31024.62,515.65,0
4263,IT,suburban,1,35-65,2,apartment,>50yr,D,gas,8145.7,1516.5,1
4264,PT,rural,2,<35,1,apartment,20-50yr,F,oil,11433.36,2622.17,1
4265,PT,urban,5,>65,3,house,<20yr,G,electric,18546.58,2164.42,1
4266,ES,suburban,4,>65,4,apartment,20-50yr,E,electric,16437.13,1337.52,0
4267,ES,suburban,1,<35,1,apartment,20-50yr,E,gas,6726.86,1541.23,1
4268,PT,rural,9,35-65,4,apartment,20-50yr,D,wood,53184.72,701.26,0
4269,PT,rural,3,35-65,4,other,20-50yr,D,gas,12962.55,1691.66,1
4270,PT,rural,9,<35,1,house,>50yr,D,electric,44042.54,628.06,0
4271,LV,urban,2,>65,5,other,20-50yr,B,electric,8719.4,2418.54,1
4272,ES,suburban,6,>65,3,apartment,20-50yr,A,electric,20782.02,426.67,0
4273,PT,rural,8,>65,1,apartment,20-50yr,E,wood,34673.19,807.6,0
4274,LV,suburban,5,<35,4,apartment,20-50yr,E,gas,20041.85,1248.24,0
4275,IT,suburban,5,35-65,1,apartment,20-50yr,C,gas,21785.25,462.72,0
4276,IT,urban,8,>65,2,apartment,20-50yr,G,gas,48675.99,1026.12,0
4277,ES,rural,1,35-65,5,apartment,20-50yr,C,district,5911.21,1885.36,1
4278,LV,urban,9,35-65,1,apartment,<20yr,F,district,49797.68,1172.09,0
4279,IT,urban,7,35-65,1,house,20-50yr,F,oil,32327.79,661.07,0
4280,PT,rural,8,<35,2,apartment,<20yr,F,electric,32812.24,958.35,0
4281,IT,rural,5,35-65,2,apartment,20-50yr,F,gas,19677.5,870.17,0
4282,ES,rural,4,>65,4,apartment,20-50yr,F,wood,20701.61,1439.35,0
4283,ES,suburban,6,<35,4,apartment,20-50yr,D,gas,24767.5,650.03,0
4284,IT,urban,7,<35,1,house,>50yr,E,gas,28585.62,602.46,0
4285,LV,suburban,10,35-65,3,house,20-50yr,G,wood,46994.73,1136.24,0
4286,IT,urban,9,35-65,5,house,20-50yr,D,gas,37931.75,717.92,0
4287,LV,rural,1,35-65,5,apartment,<20yr,E,wood,6665.83,3527.85,1
4288,IT,suburban,2,<35,3,apartment,20-50yr,C,wood,12560.67,808.44,0
4289,LV,urban,10,35-65,2,house,<20yr,E,wood,48896.46,735.0,0
4290,ES,urban,4,<35,3,other,20-50yr,B,oil,14630.29,366.79,0
4291,IT,urban,6,35-65,2,apartment,20-50yr,E,gas,25663.71,616.77,0
4292,IT,rural,1,35-65,1,apartment,>50yr,D,oil,7078.11,1505.77,1
4293,IT,suburban,2,35-65,5,house,20-50yr,C,wood,13872.46,1111.08,0
4294,ES,urban,5,35-65,1,other,20-50yr,D,oil,21129.87,692.99,0
4295,PT,urban,8,35-65,3,apartment,20-50yr,F,wood,37124.54,934.18,0
4296,ES,urban,8,35-65,1,apartment,>50yr,G,district,37139.86,779.44,0
4297,ES,urban,9,35-65,1,house,<20yr,A,oil,46844.73,199.0,0
4298,ES,rural,2,35-65,1,house,<20yr,C,district,12236.9,886.58,0
4299,ES,suburban,3,35-65,3,apartment,<20yr,F,gas,14061.68,1629.53,1
4300,PT,urban,6,35-65,2,apartment,>50yr,E,district,21466.33,865.95,0
4301,ES,suburban,6,35-65,2,house,>50yr,D,district,24430.39,566.81,0
4302,PT,urban,1,35-65,4,house,20-50yr,E,gas,8071.52,3125.82,1
4303,LV,urban,5,<35,2,house,<20yr,G,electric,16439.72,1737.74,1
4304,ES,suburban,9,35-65,1,apartment,>50yr,C,electric,31358.54,419.84,0
4305,IT,urban,2,<35,2,apartment,20-50yr,D,wood,9170.49,932.54,1
4306,IT,suburban,9,>65,5,house,<20yr,A,gas,32090.43,373.31,0
4307,ES,rural,5,35-65,6,apartment,20-50yr,G,electric,19522.21,1716.55,0
4308,IT,rural,6,<35,3,apartment,20-50yr,F,electric,22263.38,991.75,0
4309,LV,urban,7,35-65,2,apartment,20-50yr,E,gas,30401.62,1245.12,0
4310,ES,suburban,8,35-65,4,apartment,20-50yr,G,district,40040.99,1126.95,0
4311,ES,urban,7,>65,6,house,>50yr,C,electric,31330.74,1034.05,0
4312,PT,suburban,2,>65,2,apartment,20-50yr,F,electric,11740.71,3268.35,1
4313,IT,urban,3,>65,2,house,<20yr,F,wood,16134.33,1613.7,1
4314,PT,suburban,9,35-65,3,house,<20yr,F,gas,40947.17,1051.76,0
4315,IT,urban,1,>65,1,apartment,>50yr,E,gas,5410.92,2016.56,1
4316,ES,rural,8,35-65,5,house,<20yr,C,gas,27711.74,648.67,0
4317,LV,rural,6,>65,2,apartment,20-50yr,B,district,26940.61,650.62,0
4318,PT,urban,2,<35,1,house,<20yr,C,wood,11328.51,990.22,0
4319,LV,suburban,2,>65,3,apartment,20-50yr,G,electric,12208.91,4788.71,1
4320,ES,urban,10,35-65,3,other,20-50yr,D,gas,84243.11,622.22,0
4321,PT,suburban,1,35-65,2,apartment,20-50yr,E,electric,8267.66,2694.55,1
4322,ES,urban,1,>65,4,house,20-50yr,A,electric,7886.21,1038.92,1
4323,ES,urban,1,35-65,2,apartment,20-50yr,D,electric,8426.3,1978.65,1
4324,IT,suburban,7,>65,2,apartment,>50yr,D,gas,25094.93,807.7,0
4325,IT,suburban,10,<35,3,apartment,20-50yr,E,gas,61594.16,544.65,0
4326,ES,suburban,2,35-65,1,apartment,20-50yr,D,district,10720.88,855.71,0
4327,IT,suburban,8,35-65,3,apartment,>50yr,B,electric,46336.65,478.39,0
4328,PT,urban,8,<35,1,apartment,>50yr,A,gas,28316.36,254.0,0
4329,PT,urban,3,35-65,4,house,<20yr,G,district,14009.54,3072.04,1
4330,LV,suburban,1,35-65,1,apartment,20-50yr,E,electric,7281.27,3185.06,1
4331,IT,suburban,5,35-65,2,apartment,20-50yr,E,oil,17895.55,790.67,0
4332,LV,urban,1,35-65,4,other,20-50yr,G,gas,8783.2,4512.6,1
4333,IT,urban,2,<35,2,house,<20yr,E,district,10488.34,1062.96,1
4334,ES,suburban,5,>65,1,apartment,<20yr,E,gas,25638.7,988.01,0
4335,PT,suburban,9,>65,2,apartment,20-50yr,E,district,39708.62,940.91,0
4336,IT,rural,10,35-65,2,apartment,<20yr,C,oil,51854.64,358.63,0
4337,IT,urban,7,35-65,3,house,20-50yr,D,gas,40584.81,601.03,0
4338,IT,suburban,3,35-65,4,house,>50yr,G,gas,11432.1,2057.65,1
4339,ES,suburban,4,35-65,3,house,20-50yr,D,wood,15559.26,597.87,0
4340,PT,urban,7,>65,1,other,20-50yr,C,gas,18872.8,811.06,0
4341,IT,urban,2,35-65,7,house,20-50yr,F,gas,10286.85,3372.46,1
4342,IT,urban,6,35-65,3,other,20-50yr,B,oil,27729.35,385.8,0
4343,ES,rural,8,35-65,1,house,>50yr,E,gas,38282.29,742.19,0
4344,IT,urban,9,35-65,4,house,>50yr,F,electric,43940.35,1039.73,0
4345,PT,suburban,1,>65,2,house,20-50yr,D,electric,7014.64,3405.31,1
4346,LV,suburban,3,<35,6,house,20-50yr,C,gas,13605.83,1824.12,1
4347,PT,urban,3,35-65,1,apartment,<20yr,D,gas,13189.53,1472.61,1
4348,LV,rural,6,<35,3,apartment,>50yr,F,gas,24979.48,1333.54,0
4349,ES,suburban,2,<35,5,apartment,20-50yr,G,district,11291.22,2219.92,1
